,product_id,name,props,is_reference,reference_id,время работы
12,00fa8419a6d81d79,Холодильник Nord NR 506 W,"['Класс энергопотребления A+', 'Особенности конструкции перевешиваемые двери', 'Размораживание холодильной камеры капельная система', 'Общий  объем 60 л']",False,5d3fa3ae27980116,0
13,0105fb7b4dd8634b,Видеокарта Sinotex Ninja GeForce GT 740 2 Gb (NH74NP025F),"['Техпроцесс\t28 нм', 'Максимальное   разрешение\t4096x2160', 'Шина   обмена с памятью\t128 бит', 'Частота   памяти\t5000 МГц']",False,d0c64830aa5b693c,0
14,01378fa92f901df5,"15.6"" Ноутбук Lenovo IdeaPad 3 15ARE05 1920x1080, AMD Ryzen 5 4500U 2.3 ГГц, SSD 256 ГБ, AMD Radeon Graphics, DOS, 81W40033RK, Platinum Grey","['Экран\t15.6""  (1920x1080) IPS', 'Процессор\tAMD   Ryzen 5 4500U (6x2.30 ГГц)', 'Время   работы от аккумулятора\t14 ч', 'Операционная  система\tDOS', 'Память  RAM 4 ГБ (2666 МГц), SSD 256 ГБ', 'Видеокарта   AMD Radeon Graphics, встроенная']",True,,от
15,013c2a3c1dfe4b24,"Принтер Kyocera FS-1040 <Лазерный, 20стр/мин, 600dpi, USB2.0, A4",['Назначение\tдля   небольшого офиса'],False,b06b981adc52c752,0
16,013d55651426863d,"ABC Видеокарта MSI Radeon RX 6500 XT MECH 2X 4G OC (Radeon RX 6500 XT, 4ГБ GDDR6, HDMI, DP) (PCI-E) (ret)","['Комплектация\tRetail', 'Объем   видеопамяти\t4096 МБ', 'Частота   памяти\t18000 МГц', 'Разъемы  и интерфейсы выход DisplayPort, выход HDMI']",False,5cd2febf56f0e483,0
17,013d9f49a19db898,"Водонагреватель thermex ic 10 u, накопительный, 1.5квт, 10л, белый [эдэб01497]",['Время   нагрева\t28 мин'],False,d4fe7179ce05fe85,0
18,015f996021a0a530,"Gembird Акустическая система стерео Gembird SPK-203, 2x3Вт, черный (ret)","['Диапазон   частот 80 - 20000 Гц', 'Материал   корпуса колонок', 'Однополосные   колонки']",False,a8d71ac2f5a72530,0
19,01601abb0bf5133d,"Микроволновая печь Hyundai HYM-D2071, серебристый","['Объем\t20 л', 'Переключатели\tкнопочные', 'Мощность  микроволн\t700 Вт', 'Внутреннее  покрытие камеры\tэмаль', 'Диаметр   поддона\t245 мм', 'Режимы   работы\tразморозка', 'ШхВхГ\t45.10х28.50х32.60  см', 'Особенности  функция задержки пуска, подсветка камеры, дисплей, блокировка от детей, утапливаемые переключатели', 'Доп.   режимы программирование процесса приготовления, автоматическое приготовление, автоматическая разморозка, звуковой сигнал отключения, ускоренный разогрев']",True,,0
20,01613fb413f4ccce,Xiaomi Mi Robot Vacuum Mop 2 Pro White [BHR5044EU] Робот пылесос,"['Объем  контейнера для пыли\t0.45 л', 'Работа  от аккумулятора\tдо 110 мин']",False,516c4c0cca619ea4,0
21,0165ad28a6322088,Krona KAMAYA 45 BI,"['Тип\tузкая', 'Ширина\t44.9 см', 'Третий  уровень загрузки\tесть', '3-й   разбрызгиватель\tесть', 'Таймер  отсрочки запуска\tесть', 'Число  программ 8, класс мойки: A']",False,68ccf6102657986b,0
22,01a28e17323d6ef8,Принтер лазерный Xerox Phaser 3020BI,"['Интерфейсы USB, Wi-Fi, AirPrint', 'Назначение\tдля   небольшого офиса', 'Печать\tчерно-белая  лазерная', 'Макс.   формат печати\tA4 (210 × 297 мм)']",True,,0
23,01a896d8507b1519,Кофемашина Beko CEG5331X (нержавеющая сталь),"['Приготовление   капучино\tавтоматическое', 'Тип используемого кофе\tзерновой', 'Настройки температура кофе, объем порции горячей воды', 'Доп.  функции автоотключение при неиспользовании, автоматическая декальцинация, подача горячей воды', 'Особенности   конструкции индикатор включения, индикатор уровня воды, съемный лоток для сбора капель, контейнер для отходов, дисплей']",False,698c2d3015a71ee7,0
24,01c4a011efa3ffc4,Сплит система Jax ACN-09HE,['Мощность  охлаждения\t2500 Вт / обогрева: 2500 Вт'],False,664b48a4aafdf9cf,0
25,01c7e6328de0cfc6,"Беспроводные наушники Apple AirPods 3, белый","['Конструкция\tвкладыши   (открытые)', 'Время работы\t6 ч', 'Тип  излучателей\tдинамические', 'Количество микрофонов\t4', 'Подключение\tBluetooth   5.0', 'Тип зарядки кейса беспроводная зарядка, Lightning']",False,3f844bec1d74466d,6
26,01ca9b62958f93e1,F840-100 Melitta Caffeo Barista T Smart,"['Тип используемого кофе\tмолотый / зерновой', 'Материал корпуса\tпластик', 'Приготовление  капучино\tавтоматическое', 'Настройки  температура кофе, объем порции горячей воды, жесткость воды, крепость кофе']",False,a05ae39cb2ace0f4,0
27,01e2d8af90f8a150,"Монитор 23.8"" Lenovo C24-20 black (WVA, 1920x1080, 16:9, 178/178, 250cd/m2, 1000:1, 4ms, VGA, HDMI) (62A8KAT1EU)",['Яркость\t250 кд/м²; контрастность: 1000:1'],False,8f9c8fcf9cb2862c,0
28,01e52344308143f6,"Газовая плита Weissgauff WGS G4G02 WS, белый","['Объем духовки\t60 л', 'Управление\tмеханическое', 'Газ-контроль\tдуховки', 'Очистка духовки\tтрадиционная', 'Особенности конструкции\tящик для посуды', 'ШхВхГ\t50х85х60 см', 'Тип   духовки\tгазовая', 'Возможность  подключения к газовому баллону\tесть']",True,,0
29,0213b4e3f71ad7c2,Индукционная плитка Gorenje ICE2000SP,"['Особенности конструкции\tдисплей', 'Материал рабочей поверхности\tстеклокерамика', 'Доп.  функции\tтаймер']",False,c74b2d4c1e6a99b3,0
30,021a79af196c9475,"Видеокарта MSI GeForce RTX 3050 8 ГБ (RTX 3050 VENTUS 2X 8G OC), rev. 2.0 (LHR)","['Частота видеопроцессора\t1807 МГц', 'Техпроцесс\t8 нм', 'Тип памяти\tGDDR6', 'Комплектация\tRetail', 'Разъемы и интерфейсы выход HDMI, выход DisplayPort x 3', 'Разъем   дополнительного питания\t8 pin', 'Тип  подключения\tPCI Express 4.0', 'Частота  памяти\t14000 МГц', 'TDP\t130   Вт', 'Поддержка  технологий поддержка HDCP, поддержка CUDA, поддержка Vulkan, поддержка трассировки лучей']",False,dbacf1a8aab6c261,0
31,021c38f14059b080,Видеокарта Gigabyte PCI-E 4.0 GV-N3080GAMING OC-12GD LHR NVIDIA GeForce RTX 3080 12288Mb 320 GDDR6X 1755/19000 HDMIx2 DPx3 HDCP Ret,"['Шина обмена с памятью\t384 бит', 'Область применения\tигровая', 'Техпроцесс\t8 нм', 'Максимальное   разрешение\t7680x4320', 'TDP\t350  Вт', 'Разъемы   и интерфейсы выход DisplayPort x 3, выход HDMI']",False,9158a4c6707ede74,0
32,0229abcf2ded1058,Кофемашина Nivona CafeRomatica NICR 525,"['Давление помпы\t15 бар', 'Количество степеней помола\t3', 'Настройки температура кофе, крепость кофе, жесткость воды', 'Тип  используемого кофе\tмолотый / зерновой', 'Приготовление  капучино\tавтоматическое', 'Одновременная   раздача на 2 чашки\tда', 'Материал   корпуса\tпластик', 'Тип   напитка эспрессо, латте, капучино, американо', 'Доп.   функции подача горячей воды, автоотключение при неиспользовании, автоматическая декальцинация', 'Особенности  конструкции отсек для шнура, дисплей, индикатор включения, индикатор уровня воды, съемный лоток для сбора капель']",True,,0
33,022c4ffba27108e2,"Беспроводные наушники Xiaomi Redmi Buds 3 Pro, серый ледник","['Активное шумоподавление (ANC)\tесть', 'Импеданс\t32  Ом', 'Подключение\tBluetooth  5.2', 'Количество  микрофонов\t3', 'Время  работы от аккумулятора в кейсе\t28 ч', 'Степень   защиты\tIPX4', 'Диапазон  воспроизводимых частот\t20-20000 Гц', 'Тип   зарядки кейса USB Type-C, беспроводная зарядка']",False,7f0e67ce52682515,от
34,022d34f6e6443cc7,TP-Link ER605 TL-R605 SafeStream гигабитный Multi-WAN VPN маршрутизатор,"['Возможность установки в стойку\tесть', 'Количество   WAN-портов\t3', 'Особенности\tUSB-порт', 'Количество   LAN-портов\t1', 'Сетевые стандарты IEEE 802.3x, IEEE 802.3ab, IEEE 802.3u, IEEE 802.1q (VLAN)', '1  гигабитный порт WAN, 3 гигабитных порта WAN/LAN, 1 гигабитный порт LAN; количество одновременных сессий кабель Ethernet RJ45, 25000 (TL-R605) и 30000 (ER605); комплектация: адаптер питания, руководство по быстрой настройке']",False,0ab98256ef22b592,0
35,0240c3be4a47dc1e,Korting Посудомоечная машина полновстраиваемая KORTING KDI 45570,"['3-й   разбрызгиватель\tесть', 'Индикация на полу\tлуч', 'Вместимость\t10 комплектов', 'Тип защиты от протечек\tполная', 'Ширина\t45  см', 'Таймер  отсрочки запуска\tесть', 'Число   программ 8, класс мойки: A']",False,f325184a5c99c599,0
36,0279f00096211377,Wi-Fi роутер/точка доступа TP-LINK Archer C54,"['Частотный   диапазон устройств Wi-Fi\t2.4 / 5 ГГц (одновременная работа)', 'Макс.   скорость беспроводного соединения 1167 Мбит/с', 'Стандарт  Wi-Fi 802.11 b (Wi-Fi 1), g (Wi-Fi 3), ac (Wi-Fi 5), n (Wi-Fi 4), a (Wi-Fi 2)']",False,619891c75facdfd3,0
37,0286b2e3b87abe15,"PCI-E x16 GeForce GT 1030 ASUS GT1030-SL-2G-BRK, 2GB DDR5 (RTL)","['Разъемы  и интерфейсы выход HDMI, выход DVI', 'Комплектация\tRetail', 'Тип подключения\tPCI Express 3.0', 'Область   применения\tигровая', 'Техпроцесс\t14   нм', 'TDP\t30   Вт', 'Максимальное   разрешение\t4096x2160', 'Шина  обмена с памятью\t64 бит']",False,e09b76f558f1befe,0
38,028be720c37aae99,"ASUS Монитор 24"" ASUS VA24DQLB (90LM0541-B01370)","['Тип   матрицы\tIPS', 'Экран\t1920x1080   (16:9)', 'Покрытие экрана\tантибликовое']",False,be85c7f8554f16c0,0
39,0295babfe47a46b9,Samsung SM-A336E Galaxy A33 5G 128 6Gb черный SM-A336EZKGMEA,"['Степень   защиты\tIP67', 'Экран\t6.4""  (2400x1080) Super AMOLED 90 Гц', 'Встроенная   память\t128 ГБ', 'Вес\t186   г', 'Операционная   система\tAndroid 12', 'Стандарт  связи 5G, 2G, 4G LTE, 3G', '4   камеры 5 МП, 48 МП, 8 МП, 2 МП']",False,161fca3b6bcf5fcc,0
40,0298922108dfae57,Видеокарта MSI PCI-E 4.0 RTX 3070 Ti GAMING X TRIO 8G NV RTX3070TI 8192Mb 256 GDDR6X 1830/19000/HDMI,"['TDP\t310 Вт', 'Техпроцесс\t8 нм', 'Частота  видеопроцессора\t1830 МГц', 'Тип   памяти\tGDDR6X', 'Разъем   дополнительного питания\t8 pin + 8 pin', 'Тип   подключения\tPCI Express 4.0', 'Количество  поддерживаемых мониторов\t4', 'Объем  видеопамяти\t8192 МБ', 'Шина  обмена с памятью\t256 бит', 'Разъемы   и интерфейсы выход HDMI, выход DisplayPort x 3']",False,58330809dae8fcad,0
41,02a4217e7281bcbd,"Беспроводные наушники Samsung Galaxy Buds2 RU, черный","['Тип зарядки кейса\tбеспроводная зарядка', 'Конструкция\tвнутриканальные', 'Количество микрофонов\t3', 'Активное   шумоподавление (ANC)\tесть', 'Вес\t41.2   г', 'Степень   защиты\tIPX2', 'Время  работы от аккумулятора в кейсе\t29 ч']",False,6b423ba12a723c38,от
42,02aa2dcbe4ef2839,Газовая плита BEKO FSS 53000 DW,"['Управление\tмеханическое', 'Газ-контроль\tконфорок', 'Гриль\tэлектрический', 'Объем  духовки\t60 л', 'Доп.   функции\tтермостат', 'Тип   духовки\tэлектрическая', 'Максимальная   температура в духовке\t250 °C', 'Материал   рабочей поверхности\tэмалированная сталь']",False,debaf87e85f94b1c,0
43,02c90cd809fafba4,"Микроволновая печь SAMSUNG GE88SUW/BW, объем 23 л, мощность 800 Вт, гриль, электронное управление, белая","['Переключатели\tкнопочные', 'Мощность  микроволн\t800 Вт', 'ШхВхГ\t48.90х27.50х36  см', 'Объем\t23  л', 'Особенности блокировка от детей, кнопка +30 секунд, подсветка камеры, дисплей', 'Режимы работы гриль, микроволны + гриль, разморозка']",False,35dcbf60d7bbfcee,0
44,02c9853e1de1d245,Многофункциональное устройство HP Color LaserJet Pro M479fdn (W1A79A),"['Скорость\t27 стр/мин (цветн. А4)', 'Макс. размер отпечатка\t216 × 356 мм', 'Особенности\tавтоматическая двусторонняя печать', 'Интерфейсы AirPrint, USB, Ethernet (RJ-45)', 'Цветной  ЖК-дисплей\tда', 'Макс.   формат печати\tA4 (210 × 297 мм)', 'Функции   копирование, отправка изображения по e-mail, сканирование']",False,08d814610482da4a,0
45,02d9a8371f1c277b,Настольная плитка OLTO HP-101I 1237291,"['Управление\tэлектронное', 'Макс.   потребляемая мощность\t2000 Вт', 'Защитное   отключение конфорок', 'Материал   рабочей поверхности\tстеклокерамика']",False,74d0d86e83e8cfbd,0
46,02ffdc2294e78465,Акустика GiNZZU GM-427,"['MDF', 'MDF']",False,cfc2b5f5c0fa69dd,0
47,030e1066a542b003,"27"" Монитор Lenovo G27c-10, 1920x1080, 165 Гц, *VA, черный","['Интерфейсы вход DisplayPort, вход HDMI', 'Особенности  подсветка без мерцания (Flicker-Free), регулировка по высоте']",False,b941b65ba33a29a0,0
48,031818aab675f618,Наушники Redmi Buds 3 Lite M2110E1 (White) (BHR5490GL),"['Время   работы от аккумулятора в кейсе\t18 ч', 'Тип излучателей\tдинамические', 'Тип  зарядки кейса\tUSB Type-C', 'Степень  защиты\tIP54', 'Вес\t8.4  г']",False,c24cbf788d7f1d47,от
49,0324149277999333,Робот-пылесос Xiaomi Viomi Vacuum Cleaning Robot V2 Pro black,"['Объем   контейнера для пыли\t0.3 л', 'Комплектация   боковая щетка, электрощетка']",False,b91a686bdeee3b59,0
50,03342f9abe116e06,"Сплит-система ELECTROLUX EACS-09HAT/N3 (из 2 частей), 1556533","['Мощность охлаждения\t2640 Вт / обогрева: 2780 Вт', 'Площадь  помещения\t25 м²', 'Класс  энергоэффективности\tA', 'Уровень   шума внутреннего блока\t28 дБ', 'Доп.  режимы ночной, вентиляция, осушение']",False,f3e10061c5a04f2c,0
51,03744623d7138dac,Электроплитка OLTO HP-101I черный,"['Материал рабочей поверхности\tстеклокерамика', 'Макс.   потребляемая мощность\t2000 Вт']",False,74d0d86e83e8cfbd,0
52,037ddc6d141b43a5,"Накопительный электрический водонагреватель ariston blu evo r 30 ru, 2019 г, белый/синий","['Потребляемая мощность\t1500 Вт', 'Время нагрева\t70 мин', ""Установка\tвертикальная   на стену с нижней подводкой (½')"", 'Размеры  (ШxВxГ)\t447x447x389 мм']",False,1a3d1cb265de4c4e,0
53,03885e170ec2a155,Сплит система классический кондиционер Daichi AIR AIR20AVQ1/AIR20FV1,"['Цвет  товара\tбелый', 'Площадь  помещения\t20 м²']",False,d307989eecbe7f7b,0
54,0399dcbd87579459,"Микроволновая печь LG MW25R35GISW, белый","['Доп.  режимы звуковой сигнал отключения, автоматическое приготовление, автоматическая разморозка', 'Диаметр поддона\t292 мм', 'Переключатели\tсенсорные', 'Инверторное   управление мощностью\tда', 'Мощность  микроволн\t1000 Вт', 'Объем\t25  л', 'Внутреннее  покрытие камеры\tэмаль']",False,46889124439ddfa4,0
55,03a1c5115743413a,"Монитор 25"" Lenovo G25-10 черный (65fegac2eu)","['Тип матрицы\tTN', 'Яркость\t400 кд/м²; контрастность: 1000:1', 'Интерфейсы вход HDMI, вход DisplayPort', 'Поддержка FreeSync/G-Sync G-Sync, FreeSync Premium', 'Экран\t1920x1080   (16:9)', 'Игровой  монитор\tда', 'Покрытие   экрана матовое, антибликовое']",False,a51a43ae8ef6ec5d,0
56,03aa52316ed25ab9,Индукционная настольная плитка Olto HP-101I,"['Особенности  конструкции\tдисплей', 'Материал   рабочей поверхности\tстеклокерамика', 'Доп.   функции\tтаймер', 'Защитное   отключение конфорок']",False,74d0d86e83e8cfbd,0
57,03aed7037623ee8f,Процессор Intel Core I9-12900K S1700 OEM (CM8071504549230 S RL4H),"['Количество потоков\t24', 'Сокет   LGA1700', 'Тепловыделение   241 Вт']",False,92d355d0c4a7e069,0
58,03afb96ef0b20177,Робот-пылесос Roborock S7 (Чёрный Global),"['Объем контейнера для пыли\t0.47 л', 'Тип   датчиков\tинфракрасные/ультразвуковые', 'ШхГхВ\t35x35.30x9.60  см', 'Тип   уборки\tсухая и влажная', 'Особенности  конструкции мягкий бампер, встроенные часы, лидар', 'Режимы   работы местная уборка, быстрая уборка, движение вдоль стен, движение по спирали, движение зигзагом', 'Комплектация  турбощетка, электрощетка, боковая щетка']",False,70dda99f86242098,0
59,03bd8507cd4a2124,Сплит-система Hyundai HAC-09/T-PRO,"['Площадь помещения\t25 м²', 'Класс энергоэффективности\tA', 'Режим работы\tохлаждение / обогрев', 'Цвет  товара\tбелый', 'Доп.   режимы ночной, осушение, вентиляция']",False,f35afc760cecb50f,0
60,03bf7c9e494b4037,Беспроводные наушники Xiaomi Redmi Buds 3 Lite White BHR5490GL,"['Степень защиты\tIP54', 'Тип зарядки кейса\tUSB Type-C', 'Активное шумоподавление (ANC)\tесть', 'Тип   излучателей\tдинамические', 'Время   работы от аккумулятора в кейсе\t18 ч', 'Время  работы\t5 ч', 'Вес\t8.4  г']",False,c24cbf788d7f1d47,от
61,03c1c4ff96198648,"Монитор LENOVO LCD 22"" S22E-20 62C6KAT1EU, черный","['Поддержка FreeSync/G-Sync\tFreeSync', 'Яркость\t250  кд/м²; контрастность: 3000:1', 'Частота  обновления\t75 Гц; отклик: 4 мс', 'Экран\t1920x1080   (16:9)', 'Тип   матрицы\t*VA', 'Интерфейсы  вход VGA, вход HDMI']",False,73c8a97445f43966,0
62,03d20135537ed33a,Настольная плита Energy EN-904В,"['Настольная\tда', 'Материал  рабочей поверхности\tэмалированная сталь', 'Макс.   потребляемая мощность\t2000 Вт']",False,6ba3b74a1ca138cf,0
63,03d4cbad955f9832,Плита Электрическая Weissgauff WES E2V12 WS белый,"['ШхВхГ\t50х87х60 см', 'Тип   духовки\tэлектрическая', 'Доп.  функции\tтермостат', 'Особенности   конструкции ящик для посуды, эмаль легкой чистки']",False,1f3709ce593ece4a,0
64,03d9b39c9dbd9f6a,Робот-пылесос Xiaomi Viomi Vacuum Cleaning Robot V3 black (V-RVCLM26B) Без ограничений,"['ШхГхВ\t35x35x9.50 см', 'Особенности конструкции встроенные часы, мягкий бампер', 'Режимы   работы местная уборка, движение зигзагом']",False,1c370548bdb8590d,0
65,03e8709e0ed82f70,Посудомоечная машина Bosch SPV 6 HMX 4 MR,"['Тип защиты от протечек\tполная', 'Защита защита от детей, защита от протечек', 'Индикация   на полу\tвремя до завершения мойки', 'Управление  со смартфона\tда', 'Таймер  отсрочки запуска\tесть', 'Тип   сушки интенсивная, класс A']",False,5feb5e5d2a37e729,0
66,03eaec9cede74113,"14"" Ноутбук HONOR MagicBook X 14NBR-WAI9 (1920x1080, Intel Core i3 2.1 ГГц, RAM 8 ГБ, SSD 256 ГБ, Win10 Home), 53011TVN-001, серый","['Память  SSD 256 ГБ, RAM 8 ГБ (2666 МГц)', 'Процессор\tIntel  Core i3 10110U (2x2.10 ГГц)']",False,09824205ce94d7c9,0
67,04072ddceda6a216,IdeaPad 5 Pro 14ITL6 14.0'' 2.2K (2440x1400) IPS/Intel Core i5-1135G7 2.40GHz Quad/16GB/512GB SSD/Integrated/WiFi/5.2/HD Web,['Время   работы от аккумулятора\t10 ч'],False,a97b2ca22a6393b3,от
68,046d69b95dd39368,Встраиваемая стиральная машина KRONA KALISA 1400 8K WHITE,"['Установка\tвстраиваемая', 'ШхГхВ\t59.70х54.40х81.70   см', 'Загрузка\t8   кг', 'Доп.функции  контроль баланса, выбор температуры стирки, выбор скорости отжима, отложенный старт, контроль за уровнем пены']",False,9ebdb1e8f6e7d472,0
69,0474b6aa18eb7d69,СВЧ-печь LG MS-20R42 D,"['Объем\t20  л', 'Режимы   работы\tразморозка', 'Переключатели   кнопочные, сенсорные', 'Доп.  режимы ускоренная разморозка, автоматическая разморозка, автоматическое приготовление, звуковой сигнал отключения']",False,f1d7a6de205f4c9e,0
70,049bbd1db2df0018,"Фен Babyliss 6704E, 2000W","['Число  режимов нагрева\t2', 'Насадки\tконцентратор', 'Особенности защита от перегрева, петля для подвешивания', 'Дополнительные функции независимая регулировка нагрева и воздушного потока, подача холодного воздуха']",False,84fd7990c2a3e568,0
71,04b3805042716f0f,"Телевизор Xiaomi Mi TV 5 65 Pro 2019 QLED, HDR CN","['Платформа Smart TV\tAndroid', 'Разрешение\t3840x2160', 'Разрешение  HD\t4K UHD', 'Экосистема  умного дома\tXiaomi Mi Home', 'Год  создания модели\t2019', 'Тип   матрицы экрана\tIPS', 'Частота   обновления экрана\t60 Гц', 'Форматы   HDR\tHDR10+', 'Мощность   звука\t16 Вт', 'Беспроводная  связь Bluetooth, Wi-Fi', 'Технология   экрана QLED, HDR']",False,13f78f44e27fec08,0
72,04f53c1522916766,"ABC Посудомоечная машина Gorenje GV62040, встраиваемая, 60 см, A++, AquaStop","['Таймер  отсрочки запуска\tесть', 'Тип\tполноразмерная', 'Ширина\t59.6  см', 'Защита\tзащита  от протечек', 'Вместимость\t13   комплектов', 'Число  программ класс мойки: A, 5', 'Тип  сушки класс A, конденсационная']",False,856751a358b2734a,0
73,0504015783019287,TP-LINK Wi-Fi роутер TP-LINK TD-W8961N,"['Макс. скорость беспроводного соединения 300 Мбит/с', 'Скорость   портов\t100 Мбит/с', 'Подключение  к интернету (WAN)\tADSL', 'Частотный  диапазон устройств Wi-Fi\t2.4 ГГц']",False,78bec6b366af5726,0
74,0538f0214897917f,Встраиваемая посудомоечная машина KORTING KDI 45985,"['Тип\tузкая', 'Таймер   отсрочки запуска\tесть', 'Тип   сушки класс A, интенсивная']",False,74b8df4389f87055,0
75,0544c46c585254ab,Фоторамка Hyundai HYC-0101 black enamel,['Доп.   функции\tтаймер'],False,3c096a1f539c1daf,0
76,054f98bad135dc7f,Планшет Samsung Galaxy Tab A8 10.5 32GB LTE Grey (SM-X205),"['Емкость  аккумулятора\t7040 мА·ч', 'Процессор\tUnisoc   Tiger T618', 'Экран  TFT , 60 Гц, 10.5"" (1920x1200)', 'Размеры   вес: 508 г, 246.8x161.9x6.9 мм', 'Особенности  cлот для карты памяти, компас, акселерометр, датчик Холла, датчик освещенности, встроенный микрофон, гироскоп']",False,2f92010236ee9319,0
77,05566759a778ecce,"Смартфон Xiaomi Redmi 10C NFC 4/128 ГБ RU, зеленая мята","['SIM-карты\t2 (nano SIM)', 'Аккумулятор\t5000   мА·ч', 'Операционная   система\tAndroid 11', 'Оперативная  память\t4 ГБ', 'Qualcomm  Snapdragon 680', 'Вес\t190   г', 'Беспроводные   интерфейсы NFC, Wi-Fi, Bluetooth']",False,df3067c6ea1deee5,0
78,0558d87aaaf9ec6b,Монитор Lenovo C24-20,"['Яркость\t250  кд/м²; контрастность: 1000:1', 'Экран\t1920x1080 (16:9)']",False,8f9c8fcf9cb2862c,0
79,055fc466887183f0,Видеокарта Asus TUF RTX 3060ti 8Gb,"['Поддержка   технологий поддержка CUDA, поддержка HDCP, поддержка Vulkan, поддержка трассировки лучей', 'Количество   поддерживаемых мониторов\t4', 'Объем  видеопамяти\t8192 МБ', 'Максимальное  разрешение\t7680x4320', 'Тип  памяти\tGDDR6', 'Тип   подключения\tPCI Express 4.0', 'Техпроцесс\t8  нм']",False,108edf8f1054d7d4,0
80,0568dfb9f958d011,"Ноутбук Lenovo IdeaPad 3-15 / Ryzen 5 4500U / 4Gb / SSD 256Gb / AMD Radeon Graphics / 15,6 FHD IPS / BT Cam / No OS / Серый 81W40033RK","['Видеокарта  встроенная, AMD Radeon Graphics']",False,01378fa92f901df5,0
81,056c316d8bcccf9a,"Беспроводные наушники Xiaomi Air 2 SE CN, белый","['Время работы\t5 ч', 'Тип зарядки кейса\tUSB Type-C', 'Импеданс\t32  Ом', 'Тип  излучателей\tдинамические']",False,4fae4dee12611ab9,5
