product_id,name,props,is_reference,reference_id,время работы
02d9a8371f1c277b,Настольная плитка OLTO HP-101I 1237291,"['Управление\tэлектронное', 'Макс.   потребляемая мощность\t2000 Вт', 'Защитное   отключение конфорок', 'Материал   рабочей поверхности\tстеклокерамика']",False,37,0
02ffdc2294e78465,Акустика GiNZZU GM-427,"['MDF', 'MDF']",False,38,0
030e1066a542b003,"27"" Монитор Lenovo G27c-10, 1920x1080, 165 Гц, *VA, черный","['Интерфейсы вход DisplayPort, вход HDMI', 'Особенности  подсветка без мерцания (Flicker-Free), регулировка по высоте']",False,39,0
031818aab675f618,Наушники Redmi Buds 3 Lite M2110E1 (White) (BHR5490GL),"['Время   работы от аккумулятора в кейсе\t18 ч', 'Тип излучателей\tдинамические', 'Тип  зарядки кейса\tUSB Type-C', 'Степень  защиты\tIP54', 'Вес\t8.4  г']",False,40,от
0324149277999333,Робот-пылесос Xiaomi Viomi Vacuum Cleaning Robot V2 Pro black,"['Объем   контейнера для пыли\t0.3 л', 'Комплектация   боковая щетка, электрощетка']",False,41,0
03342f9abe116e06,"Сплит-система ELECTROLUX EACS-09HAT/N3 (из 2 частей), 1556533","['Мощность охлаждения\t2640 Вт / обогрева: 2780 Вт', 'Площадь  помещения\t25 м²', 'Класс  энергоэффективности\tA', 'Уровень   шума внутреннего блока\t28 дБ', 'Доп.  режимы ночной, вентиляция, осушение']",False,42,0
03744623d7138dac,Электроплитка OLTO HP-101I черный,"['Материал рабочей поверхности\tстеклокерамика', 'Макс.   потребляемая мощность\t2000 Вт']",False,37,0
037ddc6d141b43a5,"Накопительный электрический водонагреватель ariston blu evo r 30 ru, 2019 г, белый/синий","['Потребляемая мощность\t1500 Вт', 'Время нагрева\t70 мин', ""Установка\tвертикальная   на стену с нижней подводкой (½')"", 'Размеры  (ШxВxГ)\t447x447x389 мм']",False,43,0
03885e170ec2a155,Сплит система классический кондиционер Daichi AIR AIR20AVQ1/AIR20FV1,"['Цвет  товара\tбелый', 'Площадь  помещения\t20 м²']",False,44,0
0399dcbd87579459,"Микроволновая печь LG MW25R35GISW, белый","['Доп.  режимы звуковой сигнал отключения, автоматическое приготовление, автоматическая разморозка', 'Диаметр поддона\t292 мм', 'Переключатели\tсенсорные', 'Инверторное   управление мощностью\tда', 'Мощность  микроволн\t1000 Вт', 'Объем\t25  л', 'Внутреннее  покрытие камеры\tэмаль']",False,45,0
03a1c5115743413a,"Монитор 25"" Lenovo G25-10 черный (65fegac2eu)","['Тип матрицы\tTN', 'Яркость\t400 кд/м²; контрастность: 1000:1', 'Интерфейсы вход HDMI, вход DisplayPort', 'Поддержка FreeSync/G-Sync G-Sync, FreeSync Premium', 'Экран\t1920x1080   (16:9)', 'Игровой  монитор\tда', 'Покрытие   экрана матовое, антибликовое']",False,46,0
03aa52316ed25ab9,Индукционная настольная плитка Olto HP-101I,"['Особенности  конструкции\tдисплей', 'Материал   рабочей поверхности\tстеклокерамика', 'Доп.   функции\tтаймер', 'Защитное   отключение конфорок']",False,37,0
03aed7037623ee8f,Процессор Intel Core I9-12900K S1700 OEM (CM8071504549230 S RL4H),"['Количество потоков\t24', 'Сокет   LGA1700', 'Тепловыделение   241 Вт']",False,47,0
03afb96ef0b20177,Робот-пылесос Roborock S7 (Чёрный Global),"['Объем контейнера для пыли\t0.47 л', 'Тип   датчиков\tинфракрасные/ультразвуковые', 'ШхГхВ\t35x35.30x9.60  см', 'Тип   уборки\tсухая и влажная', 'Особенности  конструкции мягкий бампер, встроенные часы, лидар', 'Режимы   работы местная уборка, быстрая уборка, движение вдоль стен, движение по спирали, движение зигзагом', 'Комплектация  турбощетка, электрощетка, боковая щетка']",False,48,0
03bd8507cd4a2124,Сплит-система Hyundai HAC-09/T-PRO,"['Площадь помещения\t25 м²', 'Класс энергоэффективности\tA', 'Режим работы\tохлаждение / обогрев', 'Цвет  товара\tбелый', 'Доп.   режимы ночной, осушение, вентиляция']",False,49,0
03bf7c9e494b4037,Беспроводные наушники Xiaomi Redmi Buds 3 Lite White BHR5490GL,"['Степень защиты\tIP54', 'Тип зарядки кейса\tUSB Type-C', 'Активное шумоподавление (ANC)\tесть', 'Тип   излучателей\tдинамические', 'Время   работы от аккумулятора в кейсе\t18 ч', 'Время  работы\t5 ч', 'Вес\t8.4  г']",False,40,от
03c1c4ff96198648,"Монитор LENOVO LCD 22"" S22E-20 62C6KAT1EU, черный","['Поддержка FreeSync/G-Sync\tFreeSync', 'Яркость\t250  кд/м²; контрастность: 3000:1', 'Частота  обновления\t75 Гц; отклик: 4 мс', 'Экран\t1920x1080   (16:9)', 'Тип   матрицы\t*VA', 'Интерфейсы  вход VGA, вход HDMI']",False,50,0
03d20135537ed33a,Настольная плита Energy EN-904В,"['Настольная\tда', 'Материал  рабочей поверхности\tэмалированная сталь', 'Макс.   потребляемая мощность\t2000 Вт']",False,51,0
03d4cbad955f9832,Плита Электрическая Weissgauff WES E2V12 WS белый,"['ШхВхГ\t50х87х60 см', 'Тип   духовки\tэлектрическая', 'Доп.  функции\tтермостат', 'Особенности   конструкции ящик для посуды, эмаль легкой чистки']",False,52,0
03d9b39c9dbd9f6a,Робот-пылесос Xiaomi Viomi Vacuum Cleaning Robot V3 black (V-RVCLM26B) Без ограничений,"['ШхГхВ\t35x35x9.50 см', 'Особенности конструкции встроенные часы, мягкий бампер', 'Режимы   работы местная уборка, движение зигзагом']",False,53,0
03e8709e0ed82f70,Посудомоечная машина Bosch SPV 6 HMX 4 MR,"['Тип защиты от протечек\tполная', 'Защита защита от детей, защита от протечек', 'Индикация   на полу\tвремя до завершения мойки', 'Управление  со смартфона\tда', 'Таймер  отсрочки запуска\tесть', 'Тип   сушки интенсивная, класс A']",False,54,0
03eaec9cede74113,"14"" Ноутбук HONOR MagicBook X 14NBR-WAI9 (1920x1080, Intel Core i3 2.1 ГГц, RAM 8 ГБ, SSD 256 ГБ, Win10 Home), 53011TVN-001, серый","['Память  SSD 256 ГБ, RAM 8 ГБ (2666 МГц)', 'Процессор\tIntel  Core i3 10110U (2x2.10 ГГц)']",False,55,0
04072ddceda6a216,IdeaPad 5 Pro 14ITL6 14.0'' 2.2K (2440x1400) IPS/Intel Core i5-1135G7 2.40GHz Quad/16GB/512GB SSD/Integrated/WiFi/5.2/HD Web,['Время   работы от аккумулятора\t10 ч'],False,56,от
046d69b95dd39368,Встраиваемая стиральная машина KRONA KALISA 1400 8K WHITE,"['Установка\tвстраиваемая', 'ШхГхВ\t59.70х54.40х81.70   см', 'Загрузка\t8   кг', 'Доп.функции  контроль баланса, выбор температуры стирки, выбор скорости отжима, отложенный старт, контроль за уровнем пены']",False,57,0
0474b6aa18eb7d69,СВЧ-печь LG MS-20R42 D,"['Объем\t20  л', 'Режимы   работы\tразморозка', 'Переключатели   кнопочные, сенсорные', 'Доп.  режимы ускоренная разморозка, автоматическая разморозка, автоматическое приготовление, звуковой сигнал отключения']",False,58,0
049bbd1db2df0018,"Фен Babyliss 6704E, 2000W","['Число  режимов нагрева\t2', 'Насадки\tконцентратор', 'Особенности защита от перегрева, петля для подвешивания', 'Дополнительные функции независимая регулировка нагрева и воздушного потока, подача холодного воздуха']",False,59,0
04b3805042716f0f,"Телевизор Xiaomi Mi TV 5 65 Pro 2019 QLED, HDR CN","['Платформа Smart TV\tAndroid', 'Разрешение\t3840x2160', 'Разрешение  HD\t4K UHD', 'Экосистема  умного дома\tXiaomi Mi Home', 'Год  создания модели\t2019', 'Тип   матрицы экрана\tIPS', 'Частота   обновления экрана\t60 Гц', 'Форматы   HDR\tHDR10+', 'Мощность   звука\t16 Вт', 'Беспроводная  связь Bluetooth, Wi-Fi', 'Технология   экрана QLED, HDR']",False,60,0
04f53c1522916766,"ABC Посудомоечная машина Gorenje GV62040, встраиваемая, 60 см, A++, AquaStop","['Таймер  отсрочки запуска\tесть', 'Тип\tполноразмерная', 'Ширина\t59.6  см', 'Защита\tзащита  от протечек', 'Вместимость\t13   комплектов', 'Число  программ класс мойки: A, 5', 'Тип  сушки класс A, конденсационная']",False,61,0
0504015783019287,TP-LINK Wi-Fi роутер TP-LINK TD-W8961N,"['Макс. скорость беспроводного соединения 300 Мбит/с', 'Скорость   портов\t100 Мбит/с', 'Подключение  к интернету (WAN)\tADSL', 'Частотный  диапазон устройств Wi-Fi\t2.4 ГГц']",False,62,0
0538f0214897917f,Встраиваемая посудомоечная машина KORTING KDI 45985,"['Тип\tузкая', 'Таймер   отсрочки запуска\tесть', 'Тип   сушки класс A, интенсивная']",False,63,0
0544c46c585254ab,Фоторамка Hyundai HYC-0101 black enamel,['Доп.   функции\tтаймер'],False,64,0
054f98bad135dc7f,Планшет Samsung Galaxy Tab A8 10.5 32GB LTE Grey (SM-X205),"['Емкость  аккумулятора\t7040 мА·ч', 'Процессор\tUnisoc   Tiger T618', 'Экран  TFT , 60 Гц, 10.5"" (1920x1200)', 'Размеры   вес: 508 г, 246.8x161.9x6.9 мм', 'Особенности  cлот для карты памяти, компас, акселерометр, датчик Холла, датчик освещенности, встроенный микрофон, гироскоп']",False,65,0
05566759a778ecce,"Смартфон Xiaomi Redmi 10C NFC 4/128 ГБ RU, зеленая мята","['SIM-карты\t2 (nano SIM)', 'Аккумулятор\t5000   мА·ч', 'Операционная   система\tAndroid 11', 'Оперативная  память\t4 ГБ', 'Qualcomm  Snapdragon 680', 'Вес\t190   г', 'Беспроводные   интерфейсы NFC, Wi-Fi, Bluetooth']",False,66,0
0558d87aaaf9ec6b,Монитор Lenovo C24-20,"['Яркость\t250  кд/м²; контрастность: 1000:1', 'Экран\t1920x1080 (16:9)']",False,4,0
055fc466887183f0,Видеокарта Asus TUF RTX 3060ti 8Gb,"['Поддержка   технологий поддержка CUDA, поддержка HDCP, поддержка Vulkan, поддержка трассировки лучей', 'Количество   поддерживаемых мониторов\t4', 'Объем  видеопамяти\t8192 МБ', 'Максимальное  разрешение\t7680x4320', 'Тип  памяти\tGDDR6', 'Тип   подключения\tPCI Express 4.0', 'Техпроцесс\t8  нм']",False,67,0
0568dfb9f958d011,"Ноутбук Lenovo IdeaPad 3-15 / Ryzen 5 4500U / 4Gb / SSD 256Gb / AMD Radeon Graphics / 15,6 FHD IPS / BT Cam / No OS / Серый 81W40033RK","['Видеокарта  встроенная, AMD Radeon Graphics']",False,68,0
056c316d8bcccf9a,"Беспроводные наушники Xiaomi Air 2 SE CN, белый","['Время работы\t5 ч', 'Тип зарядки кейса\tUSB Type-C', 'Импеданс\t32  Ом', 'Тип  излучателей\tдинамические']",False,69,5
05839985429a5c5a,"Ноутбук Lenovo 15ACH6 82K201D1RK Ryzen 5 5600H/8ГБ/256ГБ SSD/RTX 3050 4ГБ/15.6""FHD IPS 60ГЦ/DOS",['Видеопамять\t4 ГБ'],False,70,0
05a6035c4df3649b,"Монитор Dell 27"" S2721HS",['Частота  обновления\t75 Гц; отклик: 4 мс'],False,71,0
05b890aff0340900,Ariston водонагреватель накопительный ariston abs andris lux 6 or 1500 вт 6 л,"['Максимальная температура воды\t75 °С', 'Управление\tмеханическое', 'Полезная мощность\t1.5 кВт']",False,72,0
05c3959e79069d8a,Ноутбук LENOVO V15-ADA (Ryzen 5 3500U 8Gb SSD256Gb/AMD Radeon /15.6 TN/FHD (1920x1080) NoOS. grey)(82C7000YRU),['Время  работы от аккумулятора\t6 ч'],False,73,от
05d0ee8f37865ec8,LG MW-23R35GIB Микроволновая печь,"['Объем\t23 л', 'Переключатели\tсенсорные', 'ШхВхГ\t47.60х27.20х35.70 см', 'Доп. режимы звуковой сигнал отключения, автоматическое приготовление, автоматическая разморозка', 'Мощность  микроволн\t1000 Вт', 'Инверторное   управление мощностью\tда', 'Особенности   блокировка от детей, дисплей, система равномерного распределения микроволн, подсветка камеры']",False,74,0
05e4faa8c8de9ce1,"Микроволновая печь Samsung MS23K3614AW, белый","['Режимы работы\tразморозка', 'Переключатели\tповоротные   тактовые', 'Объем\t23  л']",False,75,0
060446776e81bff7,Роутер D-link DIR-620S/RU/B1A,"['Макс.  скорость беспроводного соединения 300 Мбит/с', 'Подключение к интернету (WAN) внешний модем, Ethernet RJ-45']",False,76,0
06104ddeb1607bbb,Процессор AMD Ryzen 9 5950X AM4 (100-000000059) (3.4GHz) OEM,"['Техпроцесс\t7 нм', 'Дата выхода\tQ4 2020', 'Сокет  AM4', 'Ядро   процессора Vermeer', 'Назначение  настольный ПК, игровой']",False,77,0
06407be35728ffb5,Встраиваемая стиральная машина Indesit BI WMIL 71252,"['Загрузка\t7 кг', 'Дозагрузка белья\tчерез основной люк', 'Установка\tвстраиваемая', 'Класс энергопотребления\tA++', 'Доп.функции контроль баланса, выбор температуры стирки, контроль за уровнем пены, интеллектуальное управление стиркой, отложенный старт, выбор скорости отжима', 'ШхГхВ\t60х54х82  см']",False,78,0
0651ae84260cc330,Робот-пылесос Xiaomi Viomi Vacuum Cleaning Robot V3 black,['Объем  контейнера для пыли\t0.55 л'],False,53,0
06746b7db596bcf8,BEKO DIS 25010,"['Вместимость\t10 комплектов', 'Индикация  на полу\tлуч', 'Ширина\t44.8  см']",False,79,0
068fa69c1446a046,Кондиционер Electrolux EACS-09HAT/N3,"['Фильтры\tдезодорирующий', 'Класс энергоэффективности\tA', 'Режим  работы\tохлаждение / обогрев', 'Площадь   помещения\t25 м²', 'Мощность  охлаждения\t2640 Вт / обогрева: 2780 Вт', 'Доп.   режимы осушение, вентиляция, ночной']",False,42,0
06a63d37a344489f,"Колонки Defender SPK-33 питание от usb, 5 Вт",['Материал  корпуса колонок'],False,80,0
06ac8bfc298c9b1b,Монитор Lenovo S22e-20,"['Покрытие  экрана матовое, антибликовое']",False,50,0
06cf3e4f54402e5e,"Телевизор Xiaomi Mi TV 65"" L65M5-5ASP","['Разрешение\t3840x2160', 'Беспроводная  связь Bluetooth, Wi-Fi']",False,81,0
06db57f6264dd195,"Смартфон Xiaomi Redmi Note 11 Pro 128Gb 8Gb голубой моноблок 3G 4G 2Sim 6.67"" 1080x2400 Android 11 108Mpix 802.11 a/b/g/n/","['Оперативная память\t8 ГБ', 'Аккумулятор\t5000 мА·ч', 'SIM-карты\t2 (nano SIM)', '4 камеры 2 МП, 2 МП, 108 МП, 8 МП', 'Встроенная   память\t128 ГБ', 'MediaTek   Helio G96', 'Операционная  система\tAndroid 11']",False,82,0
06e0e1fda9b32fc2,"МФУ Pantum M6507W A4, 1200x1200 dpi, ч/б 22 стр/мин (А4), Wi-Fi, USB","['ЖК-панель\tда', 'Назначение\tдля  небольшого офиса', 'Функции сканирование, отправка изображения по e-mail, копирование']",False,83,0
070ac4bba6913891,"Монитор Samsung 27"" S27R356FHI темно-серый IPS LED 16:9 HDMI Mat 250cd",['Частота  обновления\t75 Гц; отклик: 5 мс'],False,84,0
070dc176903f03f4,Thermex iu 30,"['Управление\tмеханическое', 'Полезная   мощность\t2 кВт', 'Размеры   (ШxВxГ)\t270x800x285 мм', 'Потребляемая  мощность\t2000 Вт', 'Покрытие   бака\tнерж.сталь', 'Системы  защиты обратный клапан, предохранительный клапан']",False,85,0
071c3912b1f11dd9,"Колонка компьютерная 2.0 Defender, SPK 33, пластик, USB, AUX, MP3, цвет: серый","['Материал корпуса колонок', 'пластик', 'Суммарная   мощность 5 Вт', 'Питание  от USB']",False,80,0
072c638be843600e,Фен для волос Braun HD130 1200Вт черный,['Число   режимов нагрева\t2'],False,86,0
0732e613991559a7,Видеокарта GIGABYTE Radeon RX 6750 XT GAMING OC 12G (GV-R675XTGAMING OC-12GD),"['Шина  обмена с памятью\t192 бит', 'Объем  видеопамяти\t12288 МБ']",False,87,0
