,product_id,name,props,is_reference,reference_id
20,01613fb413f4ccce,Xiaomi Mi Robot Vacuum Mop 2 Pro White [BHR5044EU] Робот пылесос,объем  контейнера для пыли 0.45 л работа  от аккумулятора до 110 мин,False,516c4c0cca619ea4
21,0165ad28a6322088,Krona KAMAYA 45 BI,тип узкая ширина 44.9 см третий  уровень загрузки есть 3-й   разбрызгиватель есть таймер  отсрочки запуска есть число  программ 8 класс мойки: a,False,68ccf6102657986b
22,01a28e17323d6ef8,Принтер лазерный Xerox Phaser 3020BI,интерфейсы usb wi-fi airprint назначение для   небольшого офиса печать черно-белая  лазерная макс.   формат печати a4 (210 × 297 мм),True,01a28e17323d6ef8
23,01a896d8507b1519,Кофемашина Beko CEG5331X (нержавеющая сталь),приготовление   капучино автоматическое тип используемого кофе зерновой настройки температура кофе объем порции горячей воды доп.  функции автоотключение при неиспользовании автоматическая декальцинация подача горячей воды особенности   конструкции индикатор включения индикатор уровня воды съемный лоток для сбора капель контейнер для отходов дисплей,False,698c2d3015a71ee7
24,01c4a011efa3ffc4,Сплит система Jax ACN-09HE,мощность  охлаждения 2500 вт / обогрева: 2500 вт,False,664b48a4aafdf9cf
25,01c7e6328de0cfc6,"Беспроводные наушники Apple AirPods 3, белый",конструкция вкладыши   (открытые) время работы 6 ч тип  излучателей динамические количество микрофонов 4 подключение bluetooth   5.0 тип зарядки кейса беспроводная зарядка lightning,False,3f844bec1d74466d
26,01ca9b62958f93e1,F840-100 Melitta Caffeo Barista T Smart,тип используемого кофе молотый / зерновой материал корпуса пластик приготовление  капучино автоматическое настройки  температура кофе объем порции горячей воды жесткость воды крепость кофе,False,a05ae39cb2ace0f4
27,01e2d8af90f8a150,"Монитор 23.8"" Lenovo C24-20 black (WVA, 1920x1080, 16:9, 178/178, 250cd/m2, 1000:1, 4ms, VGA, HDMI) (62A8KAT1EU)",яркость 250 кд/м²; контрастность: 1000:1,False,8f9c8fcf9cb2862c
28,01e52344308143f6,"Газовая плита Weissgauff WGS G4G02 WS, белый",объем духовки 60 л управление механическое газ-контроль духовки очистка духовки традиционная особенности конструкции ящик для посуды шхвхг 50х85х60 см тип   духовки газовая возможность  подключения к газовому баллону есть,True,01e52344308143f6
29,0213b4e3f71ad7c2,Индукционная плитка Gorenje ICE2000SP,особенности конструкции дисплей материал рабочей поверхности стеклокерамика доп.  функции таймер,False,c74b2d4c1e6a99b3
30,021a79af196c9475,"Видеокарта MSI GeForce RTX 3050 8 ГБ (RTX 3050 VENTUS 2X 8G OC), rev. 2.0 (LHR)",частота видеопроцессора 1807 мгц техпроцесс 8 нм тип памяти gddr6 комплектация retail разъемы и интерфейсы выход hdmi выход displayport x 3 разъем   дополнительного питания 8 pin тип  подключения pci express 4.0 частота  памяти 14000 мгц tdp 130   вт поддержка  технологий поддержка hdcp поддержка cuda поддержка vulkan поддержка трассировки лучей,False,dbacf1a8aab6c261
31,021c38f14059b080,Видеокарта Gigabyte PCI-E 4.0 GV-N3080GAMING OC-12GD LHR NVIDIA GeForce RTX 3080 12288Mb 320 GDDR6X 1755/19000 HDMIx2 DPx3 HDCP Ret,шина обмена с памятью 384 бит область применения игровая техпроцесс 8 нм максимальное   разрешение 7680x4320 tdp 350  вт разъемы   и интерфейсы выход displayport x 3 выход hdmi,False,9158a4c6707ede74
32,0229abcf2ded1058,Кофемашина Nivona CafeRomatica NICR 525,давление помпы 15 бар количество степеней помола 3 настройки температура кофе крепость кофе жесткость воды тип  используемого кофе молотый / зерновой приготовление  капучино автоматическое одновременная   раздача на 2 чашки да материал   корпуса пластик тип   напитка эспрессо латте капучино американо доп.   функции подача горячей воды автоотключение при неиспользовании автоматическая декальцинация особенности  конструкции отсек для шнура дисплей индикатор включения индикатор уровня воды съемный лоток для сбора капель,True,0229abcf2ded1058
33,022c4ffba27108e2,"Беспроводные наушники Xiaomi Redmi Buds 3 Pro, серый ледник",активное шумоподавление (anc) есть импеданс 32  ом подключение bluetooth  5.2 количество  микрофонов 3 время  работы от аккумулятора в кейсе 28 ч степень   защиты ipx4 диапазон  воспроизводимых частот 20-20000 гц тип   зарядки кейса usb type-c беспроводная зарядка,False,7f0e67ce52682515
34,022d34f6e6443cc7,TP-Link ER605 TL-R605 SafeStream гигабитный Multi-WAN VPN маршрутизатор,возможность установки в стойку есть количество   wan-портов 3 особенности usb-порт количество   lan-портов 1 сетевые стандарты ieee 802.3x ieee 802.3ab ieee 802.3u ieee 802.1q (vlan) 1  гигабитный порт wan 3 гигабитных порта wan/lan 1 гигабитный порт lan; количество одновременных сессий кабель ethernet rj45 25000 (tl-r605) и 30000 (er605); комплектация: адаптер питания руководство по быстрой настройке,False,0ab98256ef22b592
35,0240c3be4a47dc1e,Korting Посудомоечная машина полновстраиваемая KORTING KDI 45570,3-й   разбрызгиватель есть индикация на полу луч вместимость 10 комплектов тип защиты от протечек полная ширина 45  см таймер  отсрочки запуска есть число   программ 8 класс мойки: a,False,f325184a5c99c599
36,0279f00096211377,Wi-Fi роутер/точка доступа TP-LINK Archer C54,частотный   диапазон устройств wi-fi 2.4 / 5 ггц (одновременная работа) макс.   скорость беспроводного соединения 1167 мбит/с стандарт  wi-fi 802.11 b (wi-fi 1) g (wi-fi 3) ac (wi-fi 5) n (wi-fi 4) a (wi-fi 2),False,619891c75facdfd3
37,0286b2e3b87abe15,"PCI-E x16 GeForce GT 1030 ASUS GT1030-SL-2G-BRK, 2GB DDR5 (RTL)",разъемы  и интерфейсы выход hdmi выход dvi комплектация retail тип подключения pci express 3.0 область   применения игровая техпроцесс 14   нм tdp 30   вт максимальное   разрешение 4096x2160 шина  обмена с памятью 64 бит,False,e09b76f558f1befe
38,028be720c37aae99,"ASUS Монитор 24"" ASUS VA24DQLB (90LM0541-B01370)",тип   матрицы ips экран 1920x1080   (16:9) покрытие экрана антибликовое,False,be85c7f8554f16c0
39,0295babfe47a46b9,Samsung SM-A336E Galaxy A33 5G 128 6Gb черный SM-A336EZKGMEA,"степень   защиты ip67 экран 6.4""  (2400x1080) super amoled 90 гц встроенная   память 128 гб вес 186   г операционная   система android 12 стандарт  связи 5g 2g 4g lte 3g 4   камеры 5 мп 48 мп 8 мп 2 мп",False,161fca3b6bcf5fcc
40,0298922108dfae57,Видеокарта MSI PCI-E 4.0 RTX 3070 Ti GAMING X TRIO 8G NV RTX3070TI 8192Mb 256 GDDR6X 1830/19000/HDMI,tdp 310 вт техпроцесс 8 нм частота  видеопроцессора 1830 мгц тип   памяти gddr6x разъем   дополнительного питания 8 pin + 8 pin тип   подключения pci express 4.0 количество  поддерживаемых мониторов 4 объем  видеопамяти 8192 мб шина  обмена с памятью 256 бит разъемы   и интерфейсы выход hdmi выход displayport x 3,False,58330809dae8fcad
41,02a4217e7281bcbd,"Беспроводные наушники Samsung Galaxy Buds2 RU, черный",тип зарядки кейса беспроводная зарядка конструкция внутриканальные количество микрофонов 3 активное   шумоподавление (anc) есть вес 41.2   г степень   защиты ipx2 время  работы от аккумулятора в кейсе 29 ч,False,6b423ba12a723c38
42,02aa2dcbe4ef2839,Газовая плита BEKO FSS 53000 DW,управление механическое газ-контроль конфорок гриль электрический объем  духовки 60 л доп.   функции термостат тип   духовки электрическая максимальная   температура в духовке 250 °c материал   рабочей поверхности эмалированная сталь,False,debaf87e85f94b1c
43,02c90cd809fafba4,"Микроволновая печь SAMSUNG GE88SUW/BW, объем 23 л, мощность 800 Вт, гриль, электронное управление, белая",переключатели кнопочные мощность  микроволн 800 вт шхвхг 48.90х27.50х36  см объем 23  л особенности блокировка от детей кнопка +30 секунд подсветка камеры дисплей режимы работы гриль микроволны + гриль разморозка,False,35dcbf60d7bbfcee
44,02c9853e1de1d245,Многофункциональное устройство HP Color LaserJet Pro M479fdn (W1A79A),скорость 27 стр/мин (цветн. а4) макс. размер отпечатка 216 × 356 мм особенности автоматическая двусторонняя печать интерфейсы airprint usb ethernet (rj-45) цветной  жк-дисплей да макс.   формат печати a4 (210 × 297 мм) функции   копирование отправка изображения по e-mail сканирование,False,08d814610482da4a
45,02d9a8371f1c277b,Настольная плитка OLTO HP-101I 1237291,управление электронное макс.   потребляемая мощность 2000 вт защитное   отключение конфорок материал   рабочей поверхности стеклокерамика,False,74d0d86e83e8cfbd
46,02ffdc2294e78465,Акустика GiNZZU GM-427,mdf mdf,False,cfc2b5f5c0fa69dd
47,030e1066a542b003,"27"" Монитор Lenovo G27c-10, 1920x1080, 165 Гц, *VA, черный",интерфейсы вход displayport вход hdmi особенности  подсветка без мерцания (flicker-free) регулировка по высоте,False,b941b65ba33a29a0
48,031818aab675f618,Наушники Redmi Buds 3 Lite M2110E1 (White) (BHR5490GL),время   работы от аккумулятора в кейсе 18 ч тип излучателей динамические тип  зарядки кейса usb type-c степень  защиты ip54 вес 8.4  г,False,c24cbf788d7f1d47
49,0324149277999333,Робот-пылесос Xiaomi Viomi Vacuum Cleaning Robot V2 Pro black,объем   контейнера для пыли 0.3 л комплектация   боковая щетка электрощетка,False,b91a686bdeee3b59
50,03342f9abe116e06,"Сплит-система ELECTROLUX EACS-09HAT/N3 (из 2 частей), 1556533",мощность охлаждения 2640 вт / обогрева: 2780 вт площадь  помещения 25 м² класс  энергоэффективности a уровень   шума внутреннего блока 28 дб доп.  режимы ночной вентиляция осушение,False,f3e10061c5a04f2c
51,03744623d7138dac,Электроплитка OLTO HP-101I черный,материал рабочей поверхности стеклокерамика макс.   потребляемая мощность 2000 вт,False,74d0d86e83e8cfbd
52,037ddc6d141b43a5,"Накопительный электрический водонагреватель ariston blu evo r 30 ru, 2019 г, белый/синий","потребляемая мощность 1500 вт время нагрева 70 мин ""установка вертикальная   на стену с нижней подводкой (½)"" размеры  (шxвxг) 447x447x389 мм",False,1a3d1cb265de4c4e
53,03885e170ec2a155,Сплит система классический кондиционер Daichi AIR AIR20AVQ1/AIR20FV1,цвет  товара белый площадь  помещения 20 м²,False,d307989eecbe7f7b
54,0399dcbd87579459,"Микроволновая печь LG MW25R35GISW, белый",доп.  режимы звуковой сигнал отключения автоматическое приготовление автоматическая разморозка диаметр поддона 292 мм переключатели сенсорные инверторное   управление мощностью да мощность  микроволн 1000 вт объем 25  л внутреннее  покрытие камеры эмаль,False,46889124439ddfa4
55,03a1c5115743413a,"Монитор 25"" Lenovo G25-10 черный (65fegac2eu)",тип матрицы tn яркость 400 кд/м²; контрастность: 1000:1 интерфейсы вход hdmi вход displayport поддержка freesync/g-sync g-sync freesync premium экран 1920x1080   (16:9) игровой  монитор да покрытие   экрана матовое антибликовое,False,a51a43ae8ef6ec5d
56,03aa52316ed25ab9,Индукционная настольная плитка Olto HP-101I,особенности  конструкции дисплей материал   рабочей поверхности стеклокерамика доп.   функции таймер защитное   отключение конфорок,False,74d0d86e83e8cfbd
57,03aed7037623ee8f,Процессор Intel Core I9-12900K S1700 OEM (CM8071504549230 S RL4H),количество потоков 24 сокет   lga1700 тепловыделение   241 вт,False,92d355d0c4a7e069
58,03afb96ef0b20177,Робот-пылесос Roborock S7 (Чёрный Global),объем контейнера для пыли 0.47 л тип   датчиков инфракрасные/ультразвуковые шхгхв 35x35.30x9.60  см тип   уборки сухая и влажная особенности  конструкции мягкий бампер встроенные часы лидар режимы   работы местная уборка быстрая уборка движение вдоль стен движение по спирали движение зигзагом комплектация  турбощетка электрощетка боковая щетка,False,70dda99f86242098
59,03bd8507cd4a2124,Сплит-система Hyundai HAC-09/T-PRO,площадь помещения 25 м² класс энергоэффективности a режим работы охлаждение / обогрев цвет  товара белый доп.   режимы ночной осушение вентиляция,False,f35afc760cecb50f
60,03bf7c9e494b4037,Беспроводные наушники Xiaomi Redmi Buds 3 Lite White BHR5490GL,степень защиты ip54 тип зарядки кейса usb type-c активное шумоподавление (anc) есть тип   излучателей динамические время   работы от аккумулятора в кейсе 18 ч время  работы 5 ч вес 8.4  г,False,c24cbf788d7f1d47
61,03c1c4ff96198648,"Монитор LENOVO LCD 22"" S22E-20 62C6KAT1EU, черный",поддержка freesync/g-sync freesync яркость 250  кд/м²; контрастность: 3000:1 частота  обновления 75 гц; отклик: 4 мс экран 1920x1080   (16:9) тип   матрицы *va интерфейсы  вход vga вход hdmi,False,73c8a97445f43966
62,03d20135537ed33a,Настольная плита Energy EN-904В,настольная да материал  рабочей поверхности эмалированная сталь макс.   потребляемая мощность 2000 вт,False,6ba3b74a1ca138cf
63,03d4cbad955f9832,Плита Электрическая Weissgauff WES E2V12 WS белый,шхвхг 50х87х60 см тип   духовки электрическая доп.  функции термостат особенности   конструкции ящик для посуды эмаль легкой чистки,False,1f3709ce593ece4a
64,03d9b39c9dbd9f6a,Робот-пылесос Xiaomi Viomi Vacuum Cleaning Robot V3 black (V-RVCLM26B) Без ограничений,шхгхв 35x35x9.50 см особенности конструкции встроенные часы мягкий бампер режимы   работы местная уборка движение зигзагом,False,1c370548bdb8590d
65,03e8709e0ed82f70,Посудомоечная машина Bosch SPV 6 HMX 4 MR,тип защиты от протечек полная защита защита от детей защита от протечек индикация   на полу время до завершения мойки управление  со смартфона да таймер  отсрочки запуска есть тип   сушки интенсивная класс a,False,5feb5e5d2a37e729
66,03eaec9cede74113,"14"" Ноутбук HONOR MagicBook X 14NBR-WAI9 (1920x1080, Intel Core i3 2.1 ГГц, RAM 8 ГБ, SSD 256 ГБ, Win10 Home), 53011TVN-001, серый",память  ssd 256 гб ram 8 гб (2666 мгц) процессор intel  core i3 10110u (2x2.10 ггц),False,09824205ce94d7c9
67,04072ddceda6a216,IdeaPad 5 Pro 14ITL6 14.0'' 2.2K (2440x1400) IPS/Intel Core i5-1135G7 2.40GHz Quad/16GB/512GB SSD/Integrated/WiFi/5.2/HD Web,время   работы от аккумулятора 10 ч,False,a97b2ca22a6393b3
68,046d69b95dd39368,Встраиваемая стиральная машина KRONA KALISA 1400 8K WHITE,установка встраиваемая шхгхв 59.70х54.40х81.70   см загрузка 8   кг доп.функции  контроль баланса выбор температуры стирки выбор скорости отжима отложенный старт контроль за уровнем пены,False,9ebdb1e8f6e7d472
69,0474b6aa18eb7d69,СВЧ-печь LG MS-20R42 D,объем 20  л режимы   работы разморозка переключатели   кнопочные сенсорные доп.  режимы ускоренная разморозка автоматическая разморозка автоматическое приготовление звуковой сигнал отключения,False,f1d7a6de205f4c9e
70,049bbd1db2df0018,"Фен Babyliss 6704E, 2000W",число  режимов нагрева 2 насадки концентратор особенности защита от перегрева петля для подвешивания дополнительные функции независимая регулировка нагрева и воздушного потока подача холодного воздуха,False,84fd7990c2a3e568
71,04b3805042716f0f,"Телевизор Xiaomi Mi TV 5 65 Pro 2019 QLED, HDR CN",платформа smart tv android разрешение 3840x2160 разрешение  hd 4k uhd экосистема  умного дома xiaomi mi home год  создания модели 2019 тип   матрицы экрана ips частота   обновления экрана 60 гц форматы   hdr hdr10+ мощность   звука 16 вт беспроводная  связь bluetooth wi-fi технология   экрана qled hdr,False,13f78f44e27fec08
72,04f53c1522916766,"ABC Посудомоечная машина Gorenje GV62040, встраиваемая, 60 см, A++, AquaStop",таймер  отсрочки запуска есть тип полноразмерная ширина 59.6  см защита защита  от протечек вместимость 13   комплектов число  программ класс мойки: a 5 тип  сушки класс a конденсационная,False,856751a358b2734a
73,0504015783019287,TP-LINK Wi-Fi роутер TP-LINK TD-W8961N,макс. скорость беспроводного соединения 300 мбит/с скорость   портов 100 мбит/с подключение  к интернету (wan) adsl частотный  диапазон устройств wi-fi 2.4 ггц,False,78bec6b366af5726
74,0538f0214897917f,Встраиваемая посудомоечная машина KORTING KDI 45985,тип узкая таймер   отсрочки запуска есть тип   сушки класс a интенсивная,False,74b8df4389f87055
75,0544c46c585254ab,Фоторамка Hyundai HYC-0101 black enamel,доп.   функции таймер,False,3c096a1f539c1daf
76,054f98bad135dc7f,Планшет Samsung Galaxy Tab A8 10.5 32GB LTE Grey (SM-X205),"емкость  аккумулятора 7040 ма·ч процессор unisoc   tiger t618 экран  tft  60 гц 10.5"" (1920x1200) размеры   вес: 508 г 246.8x161.9x6.9 мм особенности  cлот для карты памяти компас акселерометр датчик холла датчик освещенности встроенный микрофон гироскоп",False,2f92010236ee9319
77,05566759a778ecce,"Смартфон Xiaomi Redmi 10C NFC 4/128 ГБ RU, зеленая мята",sim-карты 2 (nano sim) аккумулятор 5000   ма·ч операционная   система android 11 оперативная  память 4 гб qualcomm  snapdragon 680 вес 190   г беспроводные   интерфейсы nfc wi-fi bluetooth,False,df3067c6ea1deee5
78,0558d87aaaf9ec6b,Монитор Lenovo C24-20,яркость 250  кд/м²; контрастность: 1000:1 экран 1920x1080 (16:9),False,8f9c8fcf9cb2862c
79,055fc466887183f0,Видеокарта Asus TUF RTX 3060ti 8Gb,поддержка   технологий поддержка cuda поддержка hdcp поддержка vulkan поддержка трассировки лучей количество   поддерживаемых мониторов 4 объем  видеопамяти 8192 мб максимальное  разрешение 7680x4320 тип  памяти gddr6 тип   подключения pci express 4.0 техпроцесс 8  нм,False,108edf8f1054d7d4
80,0568dfb9f958d011,"Ноутбук Lenovo IdeaPad 3-15 / Ryzen 5 4500U / 4Gb / SSD 256Gb / AMD Radeon Graphics / 15,6 FHD IPS / BT Cam / No OS / Серый 81W40033RK",видеокарта  встроенная amd radeon graphics,False,01378fa92f901df5
81,056c316d8bcccf9a,"Беспроводные наушники Xiaomi Air 2 SE CN, белый",время работы 5 ч тип зарядки кейса usb type-c импеданс 32  ом тип  излучателей динамические,False,4fae4dee12611ab9
82,05839985429a5c5a,"Ноутбук Lenovo 15ACH6 82K201D1RK Ryzen 5 5600H/8ГБ/256ГБ SSD/RTX 3050 4ГБ/15.6""FHD IPS 60ГЦ/DOS",видеопамять 4 гб,False,11777853e7c22618
83,05a6035c4df3649b,"Монитор Dell 27"" S2721HS",частота  обновления 75 гц; отклик: 4 мс,False,443fbb7739d5eccb
84,05a95e7066dc4c52,"Умный браслет Xiaomi Mi Band 7 Global, черный","емкость аккумулятора 180 ма·ч экран 1.62""  (192x490) amoled материал  браслета/ремешка термополиуретан беспроводная   связь bluetooth совместимость   android ios мониторинг   постоянное измерение пульса измерение уровня кислорода в крови",True,05a95e7066dc4c52
85,05b890aff0340900,Ariston водонагреватель накопительный ariston abs andris lux 6 or 1500 вт 6 л,максимальная температура воды 75 °с управление механическое полезная мощность 1.5 квт,False,f3823ddbc3398737
86,05c3959e79069d8a,Ноутбук LENOVO V15-ADA (Ryzen 5 3500U 8Gb SSD256Gb/AMD Radeon /15.6 TN/FHD (1920x1080) NoOS. grey)(82C7000YRU),время  работы от аккумулятора 6 ч,False,2ce6f8d283aa69c5
87,05cb692a7fd6c0e6,Компьютерная акустика Defender SPK 33,материал корпуса колонок пластик компьютерная акустика 2.0 суммарная мощность 5 вт диапазон частот 100 - 20000 гц однополосные  колонки питание   от usb,True,05cb692a7fd6c0e6
88,05d0ee8f37865ec8,LG MW-23R35GIB Микроволновая печь,объем 23 л переключатели сенсорные шхвхг 47.60х27.20х35.70 см доп. режимы звуковой сигнал отключения автоматическое приготовление автоматическая разморозка мощность  микроволн 1000 вт инверторное   управление мощностью да особенности   блокировка от детей дисплей система равномерного распределения микроволн подсветка камеры,False,d5f74488ca1cd971
89,05d4f6d7e4fe8c4b,"Умные часы Samsung Galaxy Watch4 40 мм Wi-Fi NFC, черный","материал браслета/ремешка эластомер защищенность влагозащита совместимость android экран 1.2""  (396x396) super amoled материал  корпуса алюминий емкость  аккумулятора 247 ма·ч операционная   система wear os беспроводная   связь beidou galileo nfc вывод аудио на bluetooth-устройства глонасc bluetooth wi-fi gps мониторинг   постоянное измерение пульса акселерометр измерение уровня кислорода в крови экг тонометр мониторинг сна мониторинг физической активности мониторинг калорий",True,05d4f6d7e4fe8c4b
90,05e4faa8c8de9ce1,"Микроволновая печь Samsung MS23K3614AW, белый",режимы работы разморозка переключатели поворотные   тактовые объем 23  л,False,bd828d1ddcec8c48
91,060446776e81bff7,Роутер D-link DIR-620S/RU/B1A,макс.  скорость беспроводного соединения 300 мбит/с подключение к интернету (wan) внешний модем ethernet rj-45,False,1eca353c3aaa0108
92,0607c04000d78548,МФУ лазерное Canon i-SENSYS MF3010,макс. формат печати a4 (210 × 297 мм) интерфейсы usb функции копирование сканирование отправка изображения по e-mail печать черно-белая   лазерная назначение   для дома небольшого офиса,True,0607c04000d78548
93,06104ddeb1607bbb,Процессор AMD Ryzen 9 5950X AM4 (100-000000059) (3.4GHz) OEM,техпроцесс 7 нм дата выхода q4 2020 сокет  am4 ядро   процессора vermeer назначение  настольный пк игровой,False,f1ef51ca6bab03d3
94,06407be35728ffb5,Встраиваемая стиральная машина Indesit BI WMIL 71252,загрузка 7 кг дозагрузка белья через основной люк установка встраиваемая класс энергопотребления a++ доп.функции контроль баланса выбор температуры стирки контроль за уровнем пены интеллектуальное управление стиркой отложенный старт выбор скорости отжима шхгхв 60х54х82  см,False,e5542a95bc882c43
95,0651ae84260cc330,Робот-пылесос Xiaomi Viomi Vacuum Cleaning Robot V3 black,объем  контейнера для пыли 0.55 л,False,1c370548bdb8590d
96,06746b7db596bcf8,BEKO DIS 25010,вместимость 10 комплектов индикация  на полу луч ширина 44.8  см,False,193e2a2bb43ac363
97,068fa69c1446a046,Кондиционер Electrolux EACS-09HAT/N3,фильтры дезодорирующий класс энергоэффективности a режим  работы охлаждение / обогрев площадь   помещения 25 м² мощность  охлаждения 2640 вт / обогрева: 2780 вт доп.   режимы осушение вентиляция ночной,False,f3e10061c5a04f2c
98,06a63d37a344489f,"Колонки Defender SPK-33 питание от usb, 5 Вт",материал  корпуса колонок,False,05cb692a7fd6c0e6
99,06ac8bfc298c9b1b,Монитор Lenovo S22e-20,покрытие  экрана матовое антибликовое,False,73c8a97445f43966
100,06cf3e4f54402e5e,"Телевизор Xiaomi Mi TV 65"" L65M5-5ASP",разрешение 3840x2160 беспроводная  связь bluetooth wi-fi,False,1253c3296a3c0153
101,06db57f6264dd195,"Смартфон Xiaomi Redmi Note 11 Pro 128Gb 8Gb голубой моноблок 3G 4G 2Sim 6.67"" 1080x2400 Android 11 108Mpix 802.11 a/b/g/n/",оперативная память 8 гб аккумулятор 5000 ма·ч sim-карты 2 (nano sim) 4 камеры 2 мп 2 мп 108 мп 8 мп встроенная   память 128 гб mediatek   helio g96 операционная  система android 11,False,abe138723279f9af
